second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
1318.0;3;24;2;1.0;1.0;1.0;1.0;0.001953125;156;1.0;1.0;0;0;0;2;2
1319.0;3;24;1;1.0;1.0;1.0;1.0;1.2908935546875;78;1.0;1.0;0;0;0;3;2
1320.0;24;6;10;1.0;1.0;1.0;1.0;0.7110595703125;780;1.0;1.0;0;0;0;10;2
1321.0;24;6;42;1.0;1.0;1.0;1.0;0.9840087890625;3276;1.0;1.0;0;0;0;52;2
1322.0;24;6;9;1.0;1.0;1.0;1.0;0.8370361328125;702;1.0;1.0;0;0;0;61;2
1323.0;9;27;20;1.0;1.0;1.0;1.0;0.8619384765625;1980;1.0;1.0;0;0;0;20;2
1324.0;9;27;28;1.0;1.0;1.0;1.0;0.8740234375;2772;1.0;1.0;0;0;0;48;2
1325.0;9;27;5;0.625;1.0;0.6449965834617615;1.0;0.6939697265625;495;0.625;1.0;0;0;0;53;2
1325.0;26;27;3;0.375;1.0;0.3550034165382385;1.0;0.3819580078125;297;0.375;1.0;0;0;0;3;2
1326.0;26;27;23;1.0;1.0;1.0;1.0;0.9110107421875;2277;1.0;1.0;0;0;0;26;2
1327.0;26;27;24;1.0;1.0;1.0;1.0;0.9920654296875;2376;1.0;1.0;0;0;0;50;2
1328.0;26;27;3;1.0;1.0;1.0;1.0;2.1180419921875;297;1.0;1.0;0;0;0;53;2
1330.0;18;27;25;1.0;1.0;1.0;1.0;0.8599853515625;2475;1.0;1.0;0;0;0;25;2
1331.0;18;27;24;1.0;1.0;1.0;1.0;0.990966796875;2376;1.0;1.0;0;0;0;49;2
1332.0;18;27;4;0.13793103396892548;1.0;0.1425526887178421;1.0;0.14697265625;396;0.13793103396892548;1.0;0;0;0;53;2
1332.0;15;27;25;0.8620689511299133;1.0;0.8574473261833191;1.0;0.884033203125;2475;0.8620689511299133;1.0;0;0;0;25;2
1333.0;15;27;25;0.8620689511299133;1.0;0.7835829854011536;1.0;0.81103515625;2475;0.8620689511299133;1.0;0;0;0;50;2
1333.0;12;27;4;0.13793103396892548;1.0;0.21641702950000763;1.0;0.2239990234375;396;0.13793103396892548;1.0;0;0;0;4;2
1334.0;15;27;3;0.09375;1.0;0.026325978338718414;1.0;0.02490234375;297;0.09375;1.0;0;0;0;53;2
1334.0;12;27;29;0.90625;1.0;0.9736739993095398;1.0;0.9210205078125;2871;0.90625;1.0;0;0;0;33;2
1335.0;12;27;17;1.0;1.0;1.0;1.0;0.97900390625;1683;1.0;1.0;0;0;0;50;2
1336.0;12;27;3;0.11538461595773697;0.11538461595773697;0.31871911883354187;0.31871911883354187;0.362060546875;297;0.1420373022556305;0.1420373022556305;0;0;0;53;2
1336.0;8;26;23;0.8846153616905212;0.8846153616905212;0.6812809109687805;0.6812809109687805;0.77392578125;1794;0.8579626679420471;0.8579626679420471;0;0;0;23;2
1337.0;26;11;38;1.0;1.0;1.0;1.0;0.6639404296875;2964;1.0;1.0;0;0;0;38;2
1338.0;26;11;4;0.12903225421905518;0.12903225421905518;0.17985893785953522;0.17985893785953522;0.112060546875;312;0.12903225421905518;0.12903225421905518;0;0;0;42;2
1338.0;11;0;27;0.8709677457809448;0.8709677457809448;0.820141077041626;0.820141077041626;0.510986328125;2106;0.8709677457809448;0.8709677457809448;0;0;0;27;2
1339.0;11;0;4;0.25;0.25;0.4199887216091156;0.4199887216091156;0.4539794921875;312;0.20800000429153442;0.20800000429153442;0;0;0;31;2
1339.0;13;27;12;0.75;0.75;0.5800113081932068;0.5800113081932068;0.626953125;1188;0.7919999957084656;0.7919999957084656;0;0;0;12;2
1340.0;13;27;29;1.0;1.0;1.0;1.0;0.9190673828125;2871;1.0;1.0;0;0;0;41;2
1341.0;13;27;10;1.0;1.0;1.0;1.0;0.9849853515625;990;1.0;1.0;0;0;0;51;2
1342.0;13;27;2;1.0;1.0;1.0;1.0;1.68701171875;198;1.0;1.0;0;0;0;53;2
1343.0;25;11;3;1.0;1.0;1.0;1.0;0.471923828125;312;1.0;1.0;0;0;0;3;2
1344.0;25;11;28;0.7567567825317383;0.7567567825317383;0.7891661524772644;0.7891661524772644;0.6099853515625;2912;0.8057553768157959;0.8057553768157959;0;0;0;31;2
1344.0;12;9;7;0.18918919563293457;0.18918919563293457;0.20562224090099335;0.20562224090099335;0.158935546875;546;0.15107913315296173;0.15107913315296173;0;0;0;7;2
1344.0;9;22;2;0.054054055362939835;0.054054055362939835;0.005211623385548592;0.005211623385548592;0.0040283203125;156;0.04316546767950058;0.04316546767950058;0;0;0;2;2
1345.0;25;11;20;0.4651162922382355;0.4651162922382355;0.2171233743429184;0.2171233743429184;0.2021484375;2080;0.536912739276886;0.536912739276886;0;0;0;51;2
1345.0;12;9;5;0.11627907305955887;0.11627907305955887;0.1042349562048912;0.1042349562048912;0.0970458984375;390;0.10067114233970642;0.10067114233970642;0;0;0;12;2
1345.0;9;22;18;0.41860464215278625;0.41860464215278625;0.678641676902771;0.678641676902771;0.6318359375;1404;0.3624161183834076;0.3624161183834076;0;0;0;20;2
1346.0;25;11;3;0.06976744532585144;0.06976744532585144;0.06361354887485504;0.06361354887485504;0.0618896484375;312;0.09090909361839294;0.09090909361839294;0;0;0;54;2
1346.0;9;22;3;0.06976744532585144;0.06976744532585144;0.04115432873368263;0.04115432873368263;0.0400390625;234;0.06818182021379471;0.06818182021379471;0;0;0;23;2
1346.0;22;16;37;0.8604651093482971;0.8604651093482971;0.8952321410179138;0.8952321410179138;0.8709716796875;2886;0.8409090638160706;0.8409090638160706;0;0;0;37;2
1347.0;22;16;12;0.31578946113586426;0.31578946113586426;0.25387462973594666;0.25387462973594666;0.2259521484375;936;0.31578946113586426;0.31578946113586426;0;0;0;49;2
1347.0;16;6;26;0.6842105388641357;0.6842105388641357;0.746125340461731;0.746125340461731;0.6640625;2028;0.6842105388641357;0.6842105388641357;0;0;0;26;2
1348.0;22;16;4;0.0833333358168602;0.0833333358168602;0.1647331714630127;0.1647331714630127;0.156005859375;312;0.0833333358168602;0.0833333358168602;0;0;0;53;2
1348.0;6;0;38;0.7916666865348816;0.7916666865348816;0.758185088634491;0.758185088634491;0.718017578125;2964;0.7916666865348816;0.7916666865348816;0;0;0;38;2
1348.0;16;6;6;0.125;0.125;0.07708172500133514;0.07708172500133514;0.072998046875;468;0.125;0.125;0;0;0;32;2
1349.0;6;0;2;1.0;1.0;1.0;1.0;0.02099609375;156;1.0;1.0;0;0;0;40;2
1351.0;12;9;3;1.0;1.0;1.0;1.0;1.1259765625;312;1.0;1.0;0;0;0;15;2
1352.0;12;9;1;1.0;1.0;1.0;1.0;0.010009765625;104;1.0;1.0;0;0;0;16;2
1353.0;3;24;4;1.0;1.0;1.0;1.0;0.6390380859375;312;1.0;1.0;0;0;0;7;2
1354.0;24;6;36;1.0;1.0;1.0;1.0;1.6729736328125;2808;1.0;1.0;0;0;0;97;2
1355.0;24;6;19;1.0;1.0;1.0;1.0;0.176025390625;1482;1.0;1.0;0;0;0;116;2
1356.0;24;6;6;1.0;1.0;1.0;1.0;0.001953125;468;1.0;1.0;0;0;0;122;2
1357.0;16;24;5;1.0;1.0;1.0;1.0;0.3590087890625;520;1.0;1.0;0;0;0;5;2
1358.0;16;24;23;1.0;1.0;1.0;1.0;0.928955078125;2392;1.0;1.0;0;0;0;28;2
1359.0;16;24;3;1.0;1.0;1.0;1.0;1.1099853515625;312;1.0;1.0;0;0;0;31;2
