second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
786.0;3;7;2;1.0;1.0;1.0;1.0;0.2559814453125;208;1.0;1.0;0;0;0;2;1
787.0;3;7;35;1.0;1.0;1.0;1.0;0.98699951171875;3640;1.0;1.0;0;0;0;37;1
788.0;3;7;15;1.0;1.0;1.0;1.0;0.5;1560;1.0;1.0;0;0;0;52;1
791.0;14;29;21;1.0;1.0;1.0;1.0;0.29095458984375;1386;1.0;1.0;0;21;0;21;1
792.0;14;29;26;1.0;1.0;1.0;1.0;1.06097412109375;1716;1.0;1.0;0;26;0;47;1
793.0;14;29;39;1.0;1.0;1.0;1.0;0.94903564453125;2574;1.0;1.0;0;39;0;86;1
794.0;14;29;23;1.0;1.0;1.0;1.0;1.00396728515625;1518;1.0;1.0;0;23;0;109;1
795.0;14;29;24;0.8888888955116272;1.0;0.8773971199989319;1.0;0.9019775390625;1584;0.8888888955116272;1.0;0;24;0;133;1
795.0;12;29;3;0.1111111119389534;1.0;0.12260286509990692;1.0;0.12603759765625;198;0.1111111119389534;1.0;0;3;0;3;1
796.0;12;29;25;0.5;1.0;0.18926216661930084;1.0;0.1839599609375;1650;0.5;1.0;0;25;0;28;1
796.0;14;29;25;0.5;1.0;0.8107378482818604;1.0;0.78802490234375;1650;0.5;1.0;0;25;0;158;1
797.0;12;29;20;0.5;1.0;0.17141108214855194;1.0;0.1708984375;1320;0.5;1.0;0;20;0;48;1
797.0;14;29;20;0.5;1.0;0.8285889029502869;1.0;0.82611083984375;1320;0.5;1.0;0;20;0;178;1
798.0;12;29;18;0.5;1.0;0.439027339220047;1.0;0.4429931640625;1188;0.5;1.0;0;18;0;66;1
798.0;14;29;18;0.5;1.0;0.5609726309776306;1.0;0.5660400390625;1188;0.5;1.0;0;18;0;196;1
799.0;12;29;25;0.5102040767669678;1.0;0.4573310911655426;1.0;0.4490966796875;1650;0.5102040767669678;1.0;0;25;0;91;1
799.0;14;29;24;0.4897959232330322;1.0;0.542668879032135;1.0;0.53289794921875;1584;0.4897959232330322;1.0;0;24;0;220;1
800.0;14;29;24;0.5;1.0;0.5736904144287109;1.0;0.59490966796875;1584;0.5;1.0;0;24;0;244;1
800.0;12;29;24;0.5;1.0;0.42630958557128906;1.0;0.44207763671875;1584;0.5;1.0;0;24;0;115;1
801.0;12;29;20;0.4878048896789551;1.0;0.4938034415245056;1.0;0.51800537109375;1320;0.4878048896789551;1.0;0;20;0;135;1
801.0;14;29;21;0.5121951103210449;1.0;0.5061965584754944;1.0;0.531005859375;1386;0.5121951103210449;1.0;0;21;0;265;1
802.0;12;29;29;0.7837837934494019;1.0;0.8136968016624451;1.0;0.7469482421875;1914;0.7837837934494019;1.0;0;29;0;164;1
802.0;14;29;8;0.21621622145175934;1.0;0.18630319833755493;1.0;0.1710205078125;528;0.21621622145175934;1.0;0;8;0;273;1
803.0;12;29;27;1.0;1.0;1.0;1.0;1.072998046875;1782;1.0;1.0;0;27;0;191;1
804.0;12;29;43;1.0;1.0;1.0;1.0;0.946044921875;2838;1.0;1.0;0;43;0;234;1
805.0;12;29;38;1.0;1.0;1.0;1.0;1.14495849609375;2508;1.0;1.0;0;38;0;272;1
