second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
971.0;21;29;27;1.0;1.0;1.0;1.0;0.74798583984375;2673;1.0;1.0;0;0;0;27;3
972.0;21;29;26;1.0;1.0;1.0;1.0;1.06396484375;2574;1.0;1.0;0;0;0;53;3
973.0;7;29;26;1.0;1.0;1.0;1.0;53.59002685546875;2574;1.0;1.0;0;0;0;26;3
1026.0;7;29;12;1.0;1.0;1.0;1.0;0.3680419921875;1188;1.0;1.0;0;0;0;38;3
1027.0;7;29;15;0.3191489279270172;0.3191489279270172;0.4630896747112274;0.4630896747112274;0.470947265625;1485;0.37302184104919434;0.37302184104919434;0;0;0;53;3
1027.0;21;7;32;0.6808510422706604;0.6808510422706604;0.536910355091095;0.536910355091095;0.5460205078125;2496;0.6269781589508057;0.6269781589508057;0;0;0;32;3
1028.0;21;7;5;0.08196721225976944;0.08196721225976944;0.0036945813335478306;0.0036945813335478306;0.0029296875;390;0.08196721225976944;0.08196721225976944;0;0;0;37;3
1028.0;26;15;11;0.1803278625011444;0.1803278625011444;0.2169027030467987;0.2169027030467987;0.1719970703125;858;0.1803278625011444;0.1803278625011444;0;0;0;11;3
1028.0;15;1;44;0.7213114500045776;0.7213114500045776;0.7578510046005249;0.7578510046005249;0.6009521484375;3432;0.7213114500045776;0.7213114500045776;0;0;0;44;3
1028.0;20;23;1;0.016393441706895828;0.016393441706895828;0.021551724523305893;0.021551724523305893;0.01708984375;78;0.016393441706895828;0.016393441706895828;0;0;0;1;3
1029.0;1;0;22;0.42307692766189575;0.42307692766189575;0.21595297753810883;0.21595297753810883;0.156982421875;1716;0.42307692766189575;0.42307692766189575;0;0;0;22;3
1029.0;20;23;26;0.5;0.5;0.7027707695960999;0.7027707695960999;0.5108642578125;2028;0.5;0.5;0;0;0;27;3
1029.0;17;25;4;0.07692307978868484;0.07692307978868484;0.08127623796463013;0.08127623796463013;0.05908203125;312;0.07692307978868484;0.07692307978868484;0;0;0;4;3
1030.0;20;23;16;0.5161290168762207;0.5161290168762207;0.3709128499031067;0.3709128499031067;0.3060302734375;1248;0.5161290168762207;0.5161290168762207;0;0;0;43;3
1030.0;23;0;2;0.06451612710952759;0.06451612710952759;0.07634265720844269;0.07634265720844269;0.06298828125;156;0.06451612710952759;0.06451612710952759;0;0;0;2;3
1030.0;17;25;13;0.4193548262119293;0.4193548262119293;0.5527445077896118;0.5527445077896118;0.4560546875;1014;0.4193548262119293;0.4193548262119293;0;0;0;17;3
1031.0;17;25;32;0.6666666865348816;0.6666666865348816;0.502397894859314;0.502397894859314;0.4219970703125;2496;0.6666666865348816;0.6666666865348816;0;0;0;49;3
